-3.0000000000e+00 1.0545856242e+00
-2.9698492462e+00 1.0654468675e+00
-2.9396984925e+00 1.0765358492e+00
-2.9095477387e+00 1.0878598632e+00
-2.8793969849e+00 1.0994265207e+00
-2.8492462312e+00 1.1112437677e+00
-2.8190954774e+00 1.1233199041e+00
-2.7889447236e+00 1.1356636031e+00
-2.7587939698e+00 1.1482839332e+00
-2.7286432161e+00 1.1611903812e+00
-2.6984924623e+00 1.1743928761e+00
-2.6683417085e+00 1.1879018163e+00
-2.6381909548e+00 1.2017280974e+00
-2.6080402010e+00 1.2158831426e+00
-2.5778894472e+00 1.2303789356e+00
-2.5477386935e+00 1.2452280554e+00
-2.5175879397e+00 1.2604437142e+00
-2.4874371859e+00 1.2760397986e+00
-2.4572864322e+00 1.2920309128e+00
-2.4271356784e+00 1.3084324270e+00
-2.3969849246e+00 1.3252605280e+00
-2.3668341709e+00 1.3425322755e+00
-2.3366834171e+00 1.3602656619e+00
-2.3065326633e+00 1.3784796783e+00
-2.2763819095e+00 1.3971943848e+00
-2.2462311558e+00 1.4164309885e+00
-2.2160804020e+00 1.4362119275e+00
-2.1859296482e+00 1.4565609626e+00
-2.1557788945e+00 1.4775032778e+00
-2.1256281407e+00 1.4990655900e+00
-2.0954773869e+00 1.5212762689e+00
-2.0653266332e+00 1.5441654690e+00
-2.0351758794e+00 1.5677652746e+00
-2.0050251256e+00 1.5921098588e+00
-1.9748743719e+00 1.6172356592e+00
-1.9447236181e+00 1.6431815721e+00
-1.9145728643e+00 1.6699891672e+00
-1.8844221106e+00 1.6977029251e+00
-1.8542713568e+00 1.7263705019e+00
-1.8241206030e+00 1.7560430232e+00
-1.7939698492e+00 1.7867754120e+00
-1.7638190955e+00 1.8186267558e+00
-1.7336683417e+00 1.8516607170e+00
-1.7035175879e+00 1.8859459950e+00
-1.6733668342e+00 1.9215568459e+00
-1.6432160804e+00 1.9585736695e+00
-1.6130653266e+00 1.9970836749e+00
-1.5829145729e+00 2.0371816351e+00
-1.5527638191e+00 2.0789707487e+00
-1.5226130653e+00 2.1225636238e+00
-1.4924623116e+00 2.1680834075e+00
-1.4623115578e+00 2.2156650870e+00
-1.4321608040e+00 2.2654569935e+00
-1.4020100503e+00 2.3176225494e+00
-1.3718592965e+00 2.3723423053e+00
