-3.0000000000e+00 -3.0000000000e+00 3.1508760398e+00
-3.0000000000e+00 -2.9393939394e+00 3.1873704181e+00
-3.0000000000e+00 -2.8787878788e+00 3.2243889382e+00
-3.0000000000e+00 -2.8181818182e+00 3.2619266750e+00
-3.0000000000e+00 -2.7575757576e+00 3.2999771141e+00
-3.0000000000e+00 -2.6969696970e+00 3.3385320010e+00
-3.0000000000e+00 -2.6363636364e+00 3.3775811819e+00
-3.0000000000e+00 -2.5757575758e+00 3.4171124340e+00
-3.0000000000e+00 -2.5151515152e+00 3.4571112876e+00
-3.0000000000e+00 -2.4545454545e+00 3.4975608381e+00
-3.0000000000e+00 -2.3939393939e+00 3.5384415499e+00
-3.0000000000e+00 -2.3333333333e+00 3.5797310524e+00
-3.0000000000e+00 -2.2727272727e+00 3.6214039285e+00
-3.0000000000e+00 -2.2121212121e+00 3.6634314973e+00
-3.0000000000e+00 -2.1515151515e+00 3.7057815924e+00
-3.0000000000e+00 -2.0909090909e+00 3.7484183378e+00
-3.0000000000e+00 -2.0303030303e+00 3.7913019234e+00
-3.0000000000e+00 -1.9696969697e+00 3.8343883825e+00
-3.0000000000e+00 -1.9090909091e+00 3.8776293761e+00
-3.0000000000e+00 -1.8484848485e+00 3.9209719858e+00
-3.0000000000e+00 -1.7878787879e+00 3.9643585214e+00
-3.0000000000e+00 -1.7272727273e+00 4.0077263466e+00
-3.0000000000e+00 -1.6666666667e+00 4.0510077302e+00
-3.0000000000e+00 -1.6060606061e+00 4.0941297276e+00
-3.0000000000e+00 -1.5454545455e+00 4.1370140995e+00
-3.0000000000e+00 -1.4848484848e+00 4.1795772765e+00
-3.0000000000e+00 -1.4242424242e+00 4.2217303751e+00
-3.0000000000e+00 -1.3636363636e+00 4.2633792754e+00
-3.0000000000e+00 -1.3030303030e+00 4.3044247669e+00
-3.0000000000e+00 -1.2424242424e+00 4.3447627718e+00
-3.0000000000e+00 -1.1818181818e+00 4.3842846523e+00
-3.0000000000e+00 -1.1212121212e+00 4.4228776096e+00
-3.0000000000e+00 -1.0606060606e+00 4.4604251812e+00
-3.0000000000e+00 -1.0000000000e+00 4.4968078392e+00
-3.0000000000e+00 -9.3939393939e-01 4.5319036936e+00
-3.0000000000e+00 -8.7878787879e-01 4.5655893009e+00
-3.0000000000e+00 -8.1818181818e-01 4.5977405748e+00
-3.0000000000e+00 -7.5757575758e-01 4.6282337937e+00
-3.0000000000e+00 -6.9696969697e-01 4.6569466958e+00
-3.0000000000e+00 -6.3636363636e-01 4.6837596499e+00
-3.0000000000e+00 -5.7575757576e-01 4.7085568835e+00
-3.0000000000e+00 -5.1515151515e-01 4.7312277510e+00
-3.0000000000e+00 -4.5454545455e-01 4.7516680153e+00
-3.0000000000e+00 -3.9393939394e-01 4.7697811199e+00
-3.0000000000e+00 -3.3333333333e-01 4.7854794209e+00
-3.0000000000e+00 -2.7272727273e-01 4.7986853503e+00
-3.0000000000e+00 -2.1212121212e-01 4.8093324815e+00
-3.0000000000e+00 -1.5151515152e-01 4.8173664680e+00
-3.0000000000e+00 -9.0909090909e-02 4.8227458298e+00
-3.0000000000e+00 -3.0303030303e-02 4.8254425645e+00
-3.0000000000e+00 3.0303030303e-02 4.8254425645e+00
-3.0000000000e+00 9.0909090909e-02 4.8227458298e+00
-3.0000000000e+00 1.5151515152e-01 4.8173664680e+00
-3.0000000000e+00 2.1212121212e-01 4.8093324815e+00
-3.0000000000e+00 2.7272727273e-01 4.7986853503e+00
-3.0000000000e+00 3.3333333333e-01 4.7854794209e+00
-3.0000000000e+00 3.9393939394e-01 4.7697811199e+00
-3.0000000000e+00 4.5454545455e-01 4.7516680153e+00
-3.0000000000e+00 5.1515151515e-01 4.7312277510e+00
-3.0000000000e+00 5.7575757576e-01 4.7085568835e+00
-3.0000000000e+00 6.3636363636e-01 4.6837596499e+00
-3.0000000000e+00 6.9696969697e-01 4.6569466958e+00
-3.0000000000e+00 7.5757575758e-01 4.6282337937e+00
-3.0000000000e+00 8.1818181818e-01 4.5977405748e+00
-3.0000000000e+00 8.7878787879e-01 4.5655893009e+00
-3.0000000000e+00 9.3939393939e-01 4.5319036936e+00
-3.0000000000e+00 1.0000000000e+00 4.4968078392e+00
-3.0000000000e+00 1.0606060606e+00 4.4604251812e+00
-3.0000000000e+00 1.1212121212e+00 4.4228776096e+00
-3.0000000000e+00 1.1818181818e+00 4.3842846523e+00
-3.0000000000e+00 1.2424242424e+00 4.3447627718e+00
-3.0000000000e+00 1.3030303030e+00 4.3044247669e+00
-3.0000000000e+00 1.3636363636e+00 4.2633792754e+00
-3.0000000000e+00 1.4242424242e+00 4.2217303751e+00
-3.0000000000e+00 1.4848484848e+00 4.1795772765e+00
-3.0000000000e+00 1.5454545455e+00 4.1370140995e+00
-3.0000000000e+00 1.6060606061e+00 4.0941297276e+00
